(153, 156)	167.5264
(153, 166)	166.4539
(156, 166)	166.1664
(149, 153)	163.6229
(148, 153)	163.6195
(149, 156)	163.5197
(148, 156)	163.5164
(141, 156)	162.779
(149, 166)	162.2887
(148, 166)	162.2851
(141, 166)	161.5117
(138, 156)	160.4871
(134, 153)	160.436
(134, 156)	160.3185
(138, 166)	159.0677
(134, 166)	158.8794
(69, 156)	157.1468
(148, 149)	156.7043
(102, 153)	156.3542
(100, 153)	156.2987
(103, 156)	156.2125
(102, 156)	156.2028
(101, 156)	156.1972
(100, 156)	156.1469
(69, 166)	155.6975
(141, 149)	155.6512
(141, 148)	155.645
(76, 153)	155.6277
(77, 156)	155.5591
(98, 156)	155.5212
(66, 153)	155.5123
(92, 153)	155.5073
(82, 153)	155.5038
(74, 153)	155.4756
(76, 156)	155.4718
(78, 156)	155.4124
(80, 156)	155.3572
(66, 156)	155.3553
(92, 156)	155.3509
(82, 156)	155.3473
(74, 156)	155.3185
(64, 156)	155.3018
(103, 166)	155.0378
(102, 166)	155.027
(101, 166)	155.0207
(97, 153)	155.0085
(100, 166)	154.964
(97, 156)	154.848
(86, 156)	154.6822
(65, 153)	154.494
(61, 156)	154.4376
(65, 156)	154.325
(77, 166)	154.2712
(98, 166)	154.2652
(76, 166)	154.1989
(78, 166)	154.1331
(66, 166)	154.0664
(80, 166)	154.0433
(92, 166)	154.0431
(82, 166)	154.0334
(74, 166)	154.0271
(64, 166)	154.0066
(53, 156)	154.0045
(59, 156)	153.9803
(97, 166)	153.5067
(86, 166)	153.2786
(138, 149)	153.1904
(138, 148)	153.1851
(61, 166)	153.0082
(134, 149)	152.9752
(134, 148)	152.9698
(65, 166)	152.8344
(51, 156)	152.6812
(56, 153)	152.537
(53, 166)	152.5114
(59, 166)	152.4966
(99, 153)	152.4825
(52, 156)	152.4711
(156, 234)	152.4685
(42, 153)	152.3794
(56, 156)	152.3591
(99, 156)	152.2791
(49, 156)	152.2585
(88, 153)	152.1976
(42, 156)	152.1951
(156, 236)	152.0427
(156, 235)	151.9975
(90, 156)	151.9953
(88, 156)	151.9937
(153, 227)	151.9646
(39, 156)	151.9378
(87, 156)	151.9058
(134, 141)	151.8866
(156, 226)	151.8153
(156, 227)	151.8149
(156, 230)	151.8141
(156, 228)	151.7922
(153, 173)	151.7838
(156, 217)	151.7593
(153, 215)	151.7569
(62, 153)	151.7521
(156, 229)	151.6255
(153, 214)	151.6176
(156, 215)	151.5598
(62, 156)	151.54
(156, 173)	151.4986
(156, 214)	151.4974
(156, 221)	151.4143
(153, 216)	151.2924
(156, 237)	151.2749
(156, 232)	151.2013
(156, 176)	151.1734
(156, 216)	151.1625
(89, 156)	151.1331
(153, 218)	151.1166
(156, 231)	151.0779
(133, 156)	151.0776
(156, 212)	151.0387
(156, 211)	151.0382
(156, 225)	151.0256
(156, 218)	151.0114
(32, 156)	151.0081
(156, 224)	151.0015
(153, 206)	150.9889
(156, 219)	150.9757
(153, 223)	150.9739
(156, 220)	150.9695
(154, 156)	150.9495
(156, 164)	150.9037
(156, 167)	150.9037
(156, 206)	150.8765
(51, 166)	150.8614
(84, 156)	150.8455
(70, 156)	150.8453
(71, 156)	150.8452
(68, 156)	150.8432
(156, 210)	150.7728
(156, 223)	150.7567
(18, 153)	150.7226
(52, 166)	150.687
(156, 209)	150.6251
(54, 156)	150.6212
(56, 166)	150.6097
(156, 174)	150.5807
(156, 213)	150.5514
(18, 156)	150.5259
(21, 156)	150.5175
(22, 156)	150.5143
(156, 207)	150.4895
(153,)	150.474
(156, 194)	150.4491
(49, 166)	150.4445
(156, 205)	150.4253
(153, 186)	150.4061
(156, 193)	150.4042
(153, 201)	150.3786
(42, 166)	150.3697
(156, 178)	150.3209
(166, 234)	150.2863
(156, 233)	150.2829
(99, 166)	150.279
(156, 189)	150.2709
(156, 188)	150.268
(156,)	150.2661
(156, 183)	150.2628
(156, 184)	150.2627
(156, 186)	150.2611
(156, 185)	150.2609
(156, 199)	150.2588
(156, 202)	150.2544
(153, 191)	150.2459
(156, 181)	150.2366
(24, 153)	150.2275
(156, 187)	150.217
(156, 201)	150.2008
(96, 156)	150.1303
(150, 153)	150.0893
(39, 166)	150.0836
(44, 153)	150.0774
(156, 198)	150.0763
(95, 156)	150.0739
(156, 191)	150.0677
(156, 190)	150.0677
(156, 171)	150.0541
(156, 222)	150.0094
(24, 156)	150.0008
(156, 182)	149.9969
(156, 175)	149.9935
(156, 192)	149.9934
(112, 156)	149.9837
(90, 166)	149.9733
(88, 166)	149.9715
(156, 180)	149.9675
(153, 204)	149.9328
(156, 196)	149.9044
(45, 156)	149.8964
(156, 177)	149.8906
(136, 156)	149.8874
(116, 153)	149.8848
(87, 166)	149.8756
(156, 197)	149.866
(40, 153)	149.8542
(153, 170)	149.8503
(44, 156)	149.8499
(150, 156)	149.8436
(156, 200)	149.8412
(156, 168)	149.8399
(166, 236)	149.8319
(156, 208)	149.8136
(131, 153)	149.7983
(33, 156)	149.7916
(166, 235)	149.7818
(156, 157)	149.7762
(128, 153)	149.7712
(124, 153)	149.7616
(156, 203)	149.7606
(153, 169)	149.7532
(166, 230)	149.7522
(137, 156)	149.7465
(156, 204)	149.7437
(140, 156)	149.7417
(143, 153)	149.7358
(115, 156)	149.7202
(58, 156)	149.7147
(152, 153)	149.7139
(50, 153)	149.7055
(47, 153)	149.7055
(48, 153)	149.7055
(156, 179)	149.6981
(117, 156)	149.6964
(155, 156)	149.6955
(156, 158)	149.6935
(132, 156)	149.689
(156, 170)	149.6823
(139, 156)	149.6804
(35, 156)	149.6684
(145, 153)	149.6619
(166, 217)	149.6612
(116, 156)	149.6568
(40, 156)	149.6285
(34, 156)	149.6276
(31, 156)	149.6273
(28, 156)	149.6107
(156, 160)	149.6044
(156, 161)	149.6044
(156, 162)	149.6044
(156, 163)	149.6044
(146, 156)	149.5996
(156, 165)	149.5856
(129, 156)	149.5832
(38, 156)	149.5776
(126, 156)	149.5759
(156, 169)	149.5747
(123, 156)	149.5741
(131, 156)	149.5715
(156, 159)	149.5692
(23, 156)	149.56
(26, 156)	149.5469
(55, 156)	149.5459
(128, 156)	149.5455
(152, 156)	149.5425
(25, 156)	149.5386
(124, 156)	149.5363
(5, 153)	149.5289
(142, 153)	149.5274
(125, 153)	149.5164
(143, 156)	149.5105
(114, 156)	149.5099
(147, 156)	149.5085
(109, 153)	149.5042
(130, 153)	149.4891
(2, 156)	149.4881
(50, 156)	149.4761
(47, 156)	149.4761
(48, 156)	149.4761
(60, 156)	149.465
(166, 226)	149.4616
(166, 227)	149.4612
(106, 156)	149.4475
(107, 156)	149.4475
(110, 156)	149.4475
(111, 156)	149.4475
(43, 153)	149.4449
(29, 153)	149.443
(166, 228)	149.4375
(57, 153)	149.4153
(156, 195)	149.4143
(145, 156)	149.4142
(127, 156)	149.4124
(105, 156)	149.4112
(104, 156)	149.4111
(62, 166)	149.4019
(166, 229)	149.3956
(166, 214)	149.371
(81, 153)	149.3507
(83, 153)	149.3494
(1, 153)	149.3439
(6, 156)	149.3431
(142, 156)	149.3426
(5, 156)	149.3411
(121, 156)	149.326
(108, 156)	149.324
(166, 215)	149.3182
(109, 156)	149.3171
(151, 156)	149.3081
(122, 156)	149.3074
(144, 156)	149.3073
(15, 153)	149.3029
(130, 156)	149.3018
(113, 156)	149.2982
(4, 156)	149.2977
(125, 156)	149.2949
(43, 156)	149.2555
(91, 156)	149.2524
(57, 156)	149.2252
(36, 156)	149.2232
(118, 156)	149.2231
(29, 156)	149.2216
(3, 156)	149.2191
(8, 153)	149.2175
(69, 149)	149.2081
(69, 148)	149.2018
(94, 156)	149.1722
(135, 156)	149.1715
(93, 156)	149.1678
(79, 156)	149.1629
(72, 156)	149.1625
(73, 156)	149.1625
(75, 156)	149.1625
(85, 156)	149.1625
(81, 156)	149.1625
(83, 156)	149.1612
(119, 156)	149.1585
(27, 156)	149.1463
(1, 156)	149.1224
(120, 156)	149.1171
(19, 156)	149.1138
(15, 156)	149.1122
(17, 156)	149.1058
(20, 156)	149.1038
(67, 156)	149.0968
(10, 156)	149.0654
(32, 166)	149.0512
(63, 156)	149.0509
(154, 166)	149.0313
(166, 221)	149.0312
(12, 153)	149.0298
(8, 156)	149.0229
(166, 173)	149.0155
(9, 153)	149.0056
(166, 218)	148.9993
(41, 156)	148.9967
(46, 156)	148.9959
(37, 156)	148.9935
(30, 156)	148.9915
(164, 166)	148.9811
(166, 167)	148.9811
(16, 156)	148.9782
(166, 216)	148.9781
(14, 156)	148.9451
(89, 166)	148.9422
(166, 176)	148.9315
(13, 156)	148.9217
(156, 172)	148.905
(166, 212)	148.8631
(166, 211)	148.8625
(12, 156)	148.8313
(11, 156)	148.8281
(166, 206)	148.8278
(166, 232)	148.8095
(9, 156)	148.8066
(7, 156)	148.7979
(133, 166)	148.7512
(166, 237)	148.7474
(166, 210)	148.7091
(166, 225)	148.7028
(166, 231)	148.6827
(166, 224)	148.678
(166, 219)	148.6515
(166, 220)	148.6452
(84, 166)	148.6233
(70, 166)	148.6232
(71, 166)	148.6231
(68, 166)	148.6205
(166, 209)	148.5311
(18, 166)	148.4263
(21, 166)	148.4154
(22, 166)	148.4113
(166, 174)	148.3882
(54, 166)	148.3746
(166, 223)	148.3298
(103, 149)	148.2653
(103, 148)	148.259
(102, 149)	148.2543
(102, 148)	148.2479
(101, 149)	148.2479
(101, 148)	148.2415
(100, 149)	148.1897
(166, 213)	148.1881
(100, 148)	148.1833
(166, 193)	148.1679
(166, 205)	148.144
(166, 207)	148.1312
(166, 233)	148.1118
(166, 178)	148.0793
(166, 194)	148.0341
(166, 189)	148.0267
(166, 188)	148.0235
(166, 199)	148.0232
(166, 183)	148.0165
(166, 184)	148.0164
(166, 186)	148.0147
(166, 185)	148.0145
(166, 181)	147.989
(166, 187)	147.9674
(166, 171)	147.8381
(112, 166)	147.8351
(166, 202)	147.8066
(96, 166)	147.7803
(77, 149)	147.7796
(77, 148)	147.773
(95, 166)	147.7194
(166, 201)	147.703
(166, 222)	147.6829
(166,)	147.6725
(166, 198)	147.6329
(166, 200)	147.609
(166, 191)	147.5739
(166, 190)	147.5738
(24, 166)	147.5574
(166, 196)	147.536
(98, 149)	147.5084
(98, 148)	147.5019
(166, 182)	147.5012
(166, 175)	147.4978
(157, 166)	147.4968
(166, 192)	147.4966
(166, 208)	147.496
(166, 203)	147.4936
(166, 204)	147.474
(166, 180)	147.4715
(58, 166)	147.4652
(166, 179)	147.4483
(45, 166)	147.4474
(166, 168)	147.441
(158, 166)	147.4158
(155, 166)	147.4069
(76, 149)	147.4024
(44, 166)	147.4014
(166, 177)	147.3974
(76, 148)	147.3958
